day,page,word,x,y
7,56,confront,56.1,428.0
7,56,confirm,56.1,554.0
7,57,condense,86.3,45.5
7,57,correspond,86.3,159.3
7,57,collapse,86.3,359.8
7,57,symphony,86.3,595.7
7,58,synthetic,56.1,45.5
7,58,multimedia,56.1,185.3
7,58,multiple,56.1,309.7
7,58,multitude,56.1,430.4
7,59,absorb,86.3,111.5
7,59,abnormal,86.3,246.6
7,59,absolute,86.3,353.6
7,59,absurd,86.3,472.9
8,60,enable,56.1,162.2
8,60,enforce,56.1,276.0
8,60,enhance,56.1,389.8
8,60,enlarge,56.1,498.0
8,60,enrich,56.1,611.7
8,61,entitle,86.3,56.6
8,61,enclose,86.3,159.3
8,61,encounter,86.3,293.1
8,61,engage,86.3,421.9
8,62,embrace,56.1,45.5
8,62,telescope,56.1,202.2
8,62,autograph,56.1,342.0
8,62,autobiography,56.1,574.3
8,63,automobile,86.3,56.6
8,63,perfect,86.3,318.9
8,63,permanent,86.3,455.3
8,63,persevere,86.3,588.0
8,64,persist,56.1,56.6
8,64,persuade,56.1,214.5
8,64,perspective,56.1,386.0
8,64,separate,56.1,552.3
8,65,secure,86.3,56.6
8,65,select,86.3,253.9
8,66,segregation,56.1,45.5
9,67,adjust,86.3,162.2
9,67,accompany,86.3,283.1
9,67,account,86.3,425.6
9,68,accumulate,56.1,56.6
9,68,accustomed,56.1,185.7
9,68,appoint,56.1,314.9
9,68,approach,56.1,496.7
9,68,await,56.1,623.0
9,69,abandon,86.3,56.6
9,69,arrogant,86.3,161.6
9,69,aboard,86.3,410.5
9,69,abroad,86.3,513.2
9,69,alike,86.3,627.0
9,70,arise,56.1,56.6
9,70,arouse,56.1,172.3
9,70,amaze,56.1,286.1
9,70,ashamed,56.1,615.7
9,71,afford,86.3,56.6
9,71,withdraw,86.3,248.7
9,71,withhold,86.3,436.0
9,71,withstand,86.3,551.7
9,72,geography,56.1,98.5
9,72,geology,56.1,234.9
9,72,geometry,56.1,337.6
10,73,contrary,86.3,162.2
10,73,contrast,86.3,325.3
10,73,controversy,86.3,473.5
10,73,counterattack,86.3,604.6
10,74,counterfeit,56.1,45.5
10,74,counterpart,56.1,205.4
10,74,monologue,56.1,360.6
10,74,union,56.1,489.7
10,74,unique,56.1,619.5
10,75,unify,86.3,45.5
10,75,unite,86.3,159.3
10,75,unit,86.3,278.5
10,75,universe,86.3,411.8
10,75,bilingual,86.3,576.7
10,76,balance,56.1,56.6
10,76,duplicate,56.1,229.0
10,76,twilight,56.1,386.7
10,76,twist,56.1,520.6
10,77,triangle,86.3,98.5
10,77,tribe,86.3,214.0
10,77,trivial,86.3,316.7
11,82,interviewer,116.5,160.9
11,82,interviewee,116.5,245.7
11,82,inventor,116.5,330.6
11,82,supervisor,116.5,428.4
11,82,assistant,116.5,567.7
11,83,attendant,146.7,45.5
11,83,servant,146.7,160.6
11,83,resident,146.7,241.2
11,83,journalist,146.7,389.6
11,83,psychologist,146.7,470.1
11,83,relative,146.7,585.6
11,84,representative,116.5,56.6
11,84,boundary,116.5,172.0
11,84,secretary,116.5,241.5
11,84,missionary,116.5,311.0
11,84,economics,116.5,426.4
11,84,politics,116.5,522.3
11,84,physics,116.5,602.8
11,85,appearance,146.7,56.6
11,85,conference,146.7,152.5
11,85,variety,146.7,267.9
11,85,ability,146.7,392.0
11,85,authority,146.7,472.5
11,85,discovery,146.7,596.1
11,86,theory,116.5,45.5
11,86,surgery,116.5,160.6
11,86,arrival,116.5,249.7
11,86,proposal,116.5,330.2
11,86,creature,116.5,430.3
11,86,failure,116.5,510.8
11,86,agreement,116.5,610.9
11,87,assessment,146.7,56.6
11,87,document,146.7,152.5
11,87,pollution,146.7,287.2
11,87,translation,146.7,367.7
11,87,introduction,146.7,463.6
11,87,invitation,146.7,548.4
11,88,wealth,116.5,56.6
11,88,weight,116.5,146.4
11,88,witness,116.5,292.2
11,88,fitness,116.5,410.2
11,88,accuracy,116.5,516.5
11,88,privacy,116.5,597.0
11,89,citizenship,146.7,45.5
11,89,leadership,146.7,130.4
11,89,childhood,146.7,234.8
11,89,neighborhood,146.7,319.6
11,89,realism,146.7,424.0
11,89,optimism,146.7,512.4
11,89,criticism,146.7,608.3
11,90,target,116.5,45.5
11,90,booklet,116.5,132.2
11,90,leaflet,116.5,201.7
11,90,etiquette,116.5,271.2
11,90,angle,116.5,373.2
11,90,label,116.5,462.1
12,91,childish,146.7,160.9
12,91,childlike,146.7,217.3
12,91,comparable,146.7,304.4
12,91,comparative,146.7,387.3
12,91,considerable,146.7,489.7
12,91,considerate,146.7,563.9
12,92,continual,116.5,45.5
12,92,continuous,116.5,143.5
12,92,economic,116.5,262.0
12,92,economical,116.5,351.6
12,92,historic,116.5,443.0
12,92,historical,116.5,517.2
12,93,intellectual,146.7,56.6
12,93,intelligent,146.7,139.5
12,93,respectable,146.7,235.9
12,93,respectful,146.7,318.8
12,93,sensible,146.7,421.2
12,93,sensitive,146.7,488.7
12,93,social,146.7,575.8
12,93,sociable,146.7,632.2
12,94,successful,116.5,56.6
12,94,successive,116.5,139.5
12,94,literal,116.5,230.8
12,94,literary,116.5,301.9
12,94,literate,116.5,358.4
12,94,imaginable,116.5,451.0
12,94,imaginative,116.5,525.2
12,94,imaginary,116.5,608.1
12,95,regretful,146.7,56.6
12,95,regrettable,146.7,113.0
12,95,industrial,146.7,215.5
12,95,industrious,146.7,271.9
12,95,favorable,146.7,400.9
12,95,reliable,146.7,481.5
12,95,visible,146.7,562.1
12,96,hopeful,116.5,56.6
12,96,doubtful,116.5,137.1
12,96,forceful,116.5,227.0
12,96,basic,116.5,327.0
12,96,characteristic,116.5,407.6
12,96,typical,116.5,522.7
12,97,familiar,146.7,56.6
12,97,peculiar,146.7,126.0
12,97,supplementary,146.7,208.5
12,97,satisfactory,146.7,304.4
13,98,costly,116.5,160.9
13,98,timely,116.5,230.4
13,98,furious,116.5,352.3
13,98,ambitious,116.5,421.7
13,98,fortunate,116.5,510.7
13,98,intimate,116.5,580.2
13,99,pleasant,146.7,56.6
13,99,violent,146.7,137.1
13,99,urgent,146.7,223.8
13,99,foolish,146.7,366.1
13,99,reddish,146.7,435.6
13,99,selfish,146.7,535.8
13,100,ideal,116.5,56.6
13,100,verbal,116.5,221.0
13,100,internal,116.5,343.4
13,100,racial,116.5,437.4
13,100,spiritual,116.5,548.1
13,101,active,146.7,56.6
13,101,informative,146.7,148.2
13,101,hasty,146.7,252.6
13,101,gloomy,146.7,322.0
13,101,countless,146.7,426.9
13,101,endless,146.7,507.4
13,102,realize,116.5,108.8
13,102,civilize,116.5,178.3
13,102,fascinate,116.5,281.5
13,102,frustrate,116.5,384.1
13,102,imitate,116.5,477.6
13,102,irritate,116.5,579.1
13,103,motivate,146.7,56.6
13,103,originate,146.7,143.3
13,103,justify,146.7,265.2
13,103,simplify,146.7,371.0
13,103,strengthen,146.7,477.2
13,103,frighten,146.7,562.1
13,104,struggle,116.5,56.6
13,104,wrestle,116.5,139.0
13,104,extremely,116.5,289.2
13,104,rarely,116.5,369.7
13,104,homeward,116.5,482.6
13,104,upward,116.5,567.4
13,105,halfway,146.7,45.5
13,105,likewise,146.7,115.0
13,105,otherwise,146.7,184.4
14,108,agent,56.1,162.2
14,108,agony,56.1,301.8
14,108,active,56.1,441.6
14,108,actual,56.1,625.6
14,109,exact,86.3,56.6
14,109,react,86.3,175.8
14,109,ambiguous,86.3,287.0
14,109,navigate,86.3,434.7
14,109,altitude,86.3,576.3
14,110,abolish,56.1,45.5
14,110,adolescent,56.1,148.2
14,110,alter,56.1,314.4
14,111,alternative,86.3,56.6
14,111,alien,86.3,306.6
14,111,anguish,86.3,492.8
14,112,anxious,56.1,56.6
14,112,anniversary,56.1,446.3
14,112,annual,56.1,575.5
14,113,apt,86.3,98.5
14,113,adapt,86.3,265.4
14,113,attitude,86.3,409.1
15,114,artificial,56.1,162.2
15,114,artistic,56.1,276.3
15,114,disaster,56.1,427.2
15,114,astronomy,56.1,555.9
15,115,astronaut,86.3,45.5
15,115,astrology,86.3,148.2
15,115,consider,86.3,262.0
15,115,audience,86.3,533.4
15,116,obey,56.1,45.5
15,116,bandage,56.1,298.4
15,116,bond,56.1,426.6
15,116,bundle,56.1,516.9
15,117,bind,86.3,57.0
15,117,bar,86.3,296.8
15,117,embarrass,86.3,464.6
15,117,barrier,86.3,583.9
15,118,biography,56.1,98.5
15,118,biology,56.1,220.7
16,120,capital,56.1,164.2
16,120,chief,56.1,333.8
16,120,achieve,56.1,473.8
16,121,capable,86.3,109.5
16,121,capture,86.3,293.5
16,121,occupy,86.3,517.1
16,122,participate,56.1,56.6
16,122,accept,56.1,198.7
16,122,except,56.1,367.7
16,122,conceive,56.1,522.0
16,123,deceive,86.3,56.6
16,123,perceive,86.3,414.4
16,123,receive,86.3,528.1
16,124,career,56.1,109.5
16,124,carpenter,56.1,225.2
16,124,carriage,56.1,369.4
16,124,carrier,56.1,472.1
16,125,charge,86.3,58.6
16,126,discharge,56.1,56.6
17,127,cast,86.3,164.7
17,127,broadcast,86.3,419.4
17,127,forecast,86.3,546.2
17,128,cause,56.1,109.5
17,128,accuse,56.1,295.3
17,128,excuse,56.1,432.4
17,129,precede,86.3,109.5
17,129,exceed,86.3,261.5
17,129,proceed,86.3,394.4
17,130,succeed,56.1,58.6
17,130,predecessor,56.1,264.6
17,130,access,56.1,393.7
17,131,cease,86.3,56.6
17,131,concentrate,86.3,467.1
17,132,concern,56.1,109.5
17,132,discern,56.1,321.3
17,132,crisis,56.1,435.1
17,132,criticize,56.1,548.8
17,133,discriminate,86.3,56.6
17,133,certain,86.3,278.6
17,133,certificate,86.3,469.3
18,134,charity,56.1,151.2
18,134,cherish,56.1,253.9
18,134,accident,56.1,404.7
18,134,coincidence,56.1,533.3
18,135,incident,86.3,56.6
18,135,casual,86.3,447.3
18,135,occasion,86.3,573.7
18,136,decay,56.1,56.6
18,136,suicide,56.1,202.2
18,136,decision,56.1,316.0
18,136,precise,56.1,473.5
18,137,circulate,86.3,109.5
18,137,circumstance,86.3,255.5
18,137,circuit,86.3,379.9
18,137,cite,86.3,521.5
18,137,recite,86.3,621.7
18,138,excite,56.1,45.5
18,138,civil,56.1,255.5
18,138,civilize,56.1,363.7
18,138,citizen,56.1,479.2
18,139,claim,86.3,109.5
18,139,exclaim,86.3,212.2
18,139,proclaim,86.3,317.3
18,139,council,86.3,420.0
19,140,decline,56.1,162.2
19,140,incline,56.1,477.1
19,141,climate,86.3,56.6
19,141,conclude,86.3,235.3
19,141,include,86.3,372.5
19,141,exclude,86.3,509.5
19,142,closet,56.1,45.5
19,142,disclose,56.1,154.6
19,142,recognize,56.1,305.4
19,142,diagnose,56.1,472.3
19,142,ignore,56.1,593.0
19,143,noble,86.3,45.5
19,143,acknowledge,86.3,182.9
19,143,acquaint,86.3,327.0
19,143,discord,86.3,519.8
19,144,accord,56.1,56.6
19,144,courage,56.1,266.5
19,144,encourage,56.1,380.3
19,144,core,56.1,552.4
19,145,corporate,86.3,98.5
19,145,incorporate,86.3,256.6
19,145,corps,86.3,413.8
20,146,create,56.1,162.2
20,146,recreate,56.1,326.7
20,146,increase,56.1,456.4
20,146,decrease,56.1,596.4
20,147,concrete,86.3,56.6
20,147,recruit,86.3,183.4
20,147,credit,86.3,336.0
20,147,incredible,86.3,507.6
20,147,creed,86.3,615.8
20,148,grant,56.1,56.6
20,148,cultivate,56.1,276.2
20,148,culture,56.1,390.0
20,148,agriculture,56.1,529.8
20,149,colony,86.3,45.5
20,149,current,86.3,216.2
20,149,curriculum,86.3,358.0
20,149,excursion,86.3,476.0
20,150,occur,56.1,56.6
20,150,cure,56.1,371.0
20,150,curious,56.1,560.9
20,151,accurate,86.3,56.6
20,151,damage,86.3,222.3
20,151,condemn,86.3,325.0
21,153,debt,86.3,162.2
21,153,due,86.3,265.0
21,153,duty,86.3,431.4
21,153,render,86.3,588.7
21,154,surrender,56.1,45.5
21,154,rent,56.1,159.3
21,154,add,56.1,457.2
21,155,edit,86.3,56.6
21,155,dictate,86.3,228.4
21,155,addiction,86.3,339.6
21,155,contradict,86.3,500.9
21,156,dedicate,56.1,56.6
21,156,indicate,56.1,222.4
21,156,index,56.1,344.7
21,156,domain,56.1,592.1
21,157,domestic,86.3,45.5
21,157,dominate,86.3,203.7
21,157,predominant,86.3,368.1
21,157,donate,86.3,565.7
21,158,anecdote,56.1,45.5
21,158,dose,56.1,161.2
22,159,conduct,86.3,164.2
22,159,educate,86.3,334.1
22,159,deduct,86.3,456.0
22,159,deduce,86.3,567.7
22,160,induce,56.1,45.5
22,160,introduce,56.1,199.7
22,160,reduce,56.1,350.4
22,160,electric,56.1,538.6
22,161,electronic,86.9,56.6
22,161,equal,86.9,214.2
22,161,equivalent,86.9,393.8
22,161,adequate,86.9,524.9
22,162,identify,56.1,56.6
22,162,essence,56.1,272.7
22,162,absent,56.1,394.5
22,162,present,56.1,547.5
22,163,estimate,86.3,109.5
22,163,overestimate,86.3,391.8
22,163,esteem,86.3,533.9
22,164,fable,56.1,98.5
22,164,fate,56.1,217.2
22,164,fame,56.1,518.0
22,165,infant,86.3,56.6
22,165,confess,86.3,198.3
22,165,professional,86.3,349.9
23,166,manufacture,56.1,162.2
23,166,facility,56.1,306.4
23,166,faculty,56.1,490.5
23,166,factor,56.1,604.3
23,167,factual,86.3,45.5
23,167,effect,86.3,159.3
23,167,affect,86.3,316.6
23,167,defect,86.3,453.6
23,167,deficient,86.3,569.4
23,168,efficient,56.1,56.6
23,168,proficient,56.1,159.3
23,168,sufficient,56.1,286.1
23,168,fiction,56.1,526.6
23,169,figure,86.3,58.6
23,169,profit,86.3,276.5
23,169,benefit,86.3,420.2
23,170,qualify,56.1,56.6
23,170,satisfy,56.1,183.4
23,170,affair,56.1,323.5
23,170,false,56.1,474.4
23,171,fail,86.3,56.6
23,171,fault,86.3,229.1
23,171,fare,86.3,583.4
23,172,farewell,56.1,45.5
23,172,welfare,56.1,161.1
24,173,defend,86.3,162.2
24,173,offend,86.3,330.8
24,174,prefer,56.1,109.5
24,174,refer,56.1,251.1
24,174,confer,56.1,424.4
24,174,infer,56.1,553.1
24,175,indifferent,86.3,45.5
24,175,fertile,86.3,215.7
24,175,confident,86.3,402.6
24,175,faith,86.3,535.5
24,176,defy,56.1,45.5
24,176,final,56.1,209.4
24,176,finance,56.1,346.4
24,176,confine,56.1,468.6
24,176,refine,56.1,598.1
24,177,define,86.3,56.6
24,177,infinite,86.3,196.2
24,177,reflect,86.3,374.9
24,177,flexible,86.3,511.3
24,178,conflict,56.1,109.5
24,178,inflict,56.1,231.7
25,179,float,86.3,162.2
25,179,flood,86.3,263.0
25,179,flow,86.3,376.8
25,179,flee,86.3,587.8
25,180,fluid,56.1,98.5
25,180,fluent,56.1,229.9
25,180,influence,56.1,343.7
25,181,influenza,86.3,45.5
25,181,form,86.3,224.2
25,181,inform,86.3,421.6
25,181,reform,86.3,575.9
25,182,formula,56.1,56.6
25,182,fort,56.1,292.9
25,182,effort,56.1,408.5
25,182,comfort,56.1,522.3
25,183,force,86.3,56.6
25,183,reinforce,86.3,221.0
25,183,fragment,86.3,375.7
25,183,fragile,86.3,478.4
25,183,fraction,86.3,601.2
25,184,fund,56.1,109.5
25,184,fundamental,56.1,231.9
25,184,profound,56.1,364.6
25,184,found,56.1,474.0
26,186,confuse,56.1,162.2
26,186,refuse,56.1,330.8
26,186,refund,56.1,453.0
26,187,regard,86.3,109.5
26,187,garment,86.3,326.2
26,187,guard,86.3,439.9
26,187,guarantee,86.3,565.7
26,188,generate,56.1,109.5
26,188,generous,56.1,246.5
26,188,general,56.1,373.3
26,188,gender,56.1,595.1
26,189,gene,86.3,56.6
26,189,genetic,86.3,157.3
26,189,genius,86.3,279.2
26,190,gentle,56.1,56.6
26,190,genuine,56.1,183.4
26,190,ingenious,56.1,286.1
26,190,pregnant,56.1,412.9
26,191,gesture,86.3,109.5
26,191,digest,86.3,212.2
26,191,register,86.3,352.0
26,191,grab,86.3,545.7
26,192,grasp,56.1,45.5
26,192,grip,56.1,165.2
27,193,gradual,86.3,151.2
27,193,graduate,86.3,285.0
27,193,aggressive,86.3,437.6
27,193,congress,86.3,553.2
27,194,degree,56.1,58.6
27,194,ingredient,56.1,198.4
27,194,graphic,56.1,450.1
27,194,photograph,56.1,584.0
27,195,congratulate,86.3,98.5
27,195,gratitude,86.3,249.9
27,195,agree,86.3,366.0
27,196,grace,56.1,56.6
27,196,grave,56.1,254.2
27,196,grief,56.1,394.2
27,196,habit,56.1,550.6
27,197,inhabit,86.3,45.5
27,197,habitat,86.3,150.6
27,197,exhibit,86.3,264.3
27,197,prohibit,86.3,390.3
27,198,able,56.1,56.6
27,198,behave,56.1,183.4
27,198,heredity,56.1,389.0
27,198,heritage,56.1,504.5
27,199,inherit,86.3,56.6
27,199,heir,86.3,178.8
28,200,host,56.1,162.2
28,200,hostile,56.1,302.8
28,200,hospitality,56.1,405.5
28,200,humanity,56.1,586.5
28,201,humble,86.3,45.5
28,201,humility,86.3,165.2
28,201,humiliate,86.3,267.9
28,201,isolate,86.3,409.5
28,202,exit,56.1,98.5
28,202,initial,56.1,215.0
28,202,initiate,56.1,326.7
28,202,transit,56.1,495.7
28,202,perish,56.1,621.0
28,203,issue,86.3,58.6
28,203,inject,86.3,265.3
28,203,object,86.3,403.8
28,204,subject,56.1,58.6
28,204,project,56.1,265.6
28,205,reject,86.3,56.6
28,205,just,86.3,219.7
28,205,justify,86.3,386.6
28,205,judge,86.3,505.3
28,206,prejudice,56.1,56.6
28,206,injure,56.1,170.3
29,207,labor,86.3,162.2
29,207,laboratory,86.3,317.0
29,207,elaborate,86.3,437.4
29,207,collaborate,86.3,553.2
29,208,lack,56.1,109.5
29,208,leak,56.1,200.3
29,208,relate,56.1,431.9
29,209,legislate,86.3,45.5
29,209,relax,86.3,200.0
29,209,analysis,86.3,313.8
29,209,paralysis,86.3,429.5
29,209,release,86.3,558.3
29,210,delay,56.1,56.6
29,210,relay,56.1,159.3
29,210,collect,56.1,336.1
29,210,recollect,56.1,476.3
29,210,elect,56.1,592.4
29,211,neglect,86.3,56.6
29,211,intellect,86.3,159.3
29,211,elegant,86.3,376.2
29,211,lecture,86.3,528.9
29,212,legend,56.1,56.6
30,213,legal,86.3,162.2
30,213,privilege,86.3,292.0
30,213,delegate,86.3,418.8
30,213,legacy,86.3,569.3
30,214,colleague,56.1,56.6
30,214,loyal,56.1,183.4
30,214,elevate,56.1,323.1
30,214,relevant,56.1,460.0
30,214,relieve,56.1,586.8
30,215,liberal,86.3,109.5
30,215,liberate,86.3,401.0
30,215,deliver,86.3,519.1
30,216,oblige,56.1,109.5
30,216,religion,56.1,317.1
30,216,ally,56.1,456.9
30,216,rally,56.1,614.2
30,217,rely,86.3,56.6
30,217,liable,86.3,205.4
30,217,eliminate,86.3,551.9
30,218,preliminary,56.1,56.6
30,218,limit,56.1,185.7
31,220,literal,56.1,151.2
31,220,literate,56.1,259.2
31,220,literature,56.1,422.3
31,220,local,56.1,578.0
31,221,locate,86.3,56.6
31,221,allocate,86.3,188.7
31,221,logic,86.3,341.4
31,221,apology,86.3,453.1
31,221,prologue,86.3,595.9
31,222,ecology,56.1,45.5
31,222,psychology,56.1,211.3
31,222,long,56.1,487.2
31,223,belong,86.3,56.6
31,223,prolong,86.3,168.3
31,223,length,86.3,282.1
31,223,linger,86.3,434.3
31,224,illusion,56.1,109.5
31,224,delusion,56.1,238.3
32,225,magnitude,86.3,151.2
32,225,magnify,86.3,269.3
32,225,master,86.3,416.8
32,225,masterpiece,86.3,586.1
32,226,major,56.1,58.6
32,226,mayor,56.1,239.7
32,226,majestic,56.1,355.4
32,226,maximum,56.1,469.2
32,227,demand,86.3,109.5
32,227,command,86.3,248.5
32,228,mandate,56.1,45.5
32,228,recommend,56.1,193.0
32,228,manual,56.1,372.8
32,228,manuscript,56.1,488.9
32,229,maintain,86.3,58.6
32,229,manipulate,86.3,243.3
32,229,manage,86.3,385.4
32,229,mechanism,86.3,578.7
32,230,mechanic,56.1,45.5
32,230,machinery,56.1,203.7
33,231,medium,86.3,162.2
33,231,medieval,86.3,281.5
33,231,mediate,86.3,384.2
33,231,immediate,86.3,528.1
33,232,intermediate,56.1,45.5
33,232,mean,56.1,176.7
33,232,meanwhile,56.1,433.6
33,233,memory,86.3,109.5
33,233,remember,86.3,295.3
33,234,mental,56.1,109.4
33,234,mention,56.1,223.3
33,234,remind,56.1,343.2
33,234,comment,56.1,486.3
33,234,monument,56.1,613.1
33,235,monitor,86.3,56.6
33,235,summon,86.3,195.1
33,235,commerce,86.3,356.3
33,235,merchant,86.3,489.8
33,236,mercy,56.1,45.5
33,236,merge,56.1,222.2
33,236,emerge,56.1,331.6
33,236,submerge,56.1,470.5
34,237,measure,86.3,162.2
34,237,dimension,86.3,330.8
34,237,immense,86.3,485.5
34,238,migrate,56.1,98.5
34,238,immigrate,56.1,201.2
34,238,emigrate,56.1,316.9
34,238,minor,56.1,469.5
34,238,minister,56.1,609.3
34,239,administer,86.3,56.6
34,239,diminish,86.3,210.9
34,239,eminent,86.3,326.6
34,239,imminent,86.3,442.4
34,239,prominent,86.3,569.1
34,240,minimum,56.1,56.6
34,240,miracle,56.1,201.8
34,240,admire,56.1,313.0
34,240,marvelous,56.1,416.9
35,241,admit,86.3,162.2
35,241,commit,86.3,301.2
35,241,committee,86.3,495.1
35,241,emit,86.3,608.8
35,242,omit,56.1,56.6
35,242,permit,56.1,183.4
35,242,submit,56.1,476.1
35,242,transmit,56.1,615.9
35,243,mission,86.3,56.6
35,243,commission,86.3,164.2
35,243,mess,86.3,295.3
35,243,moderate,86.3,539.6
35,244,modernize,56.1,45.5
35,244,modest,56.1,174.7
35,244,modify,56.1,311.7
35,244,accommodate,56.1,414.4
35,244,commodity,56.1,569.6
35,245,mold,86.3,45.5
35,245,mortal,86.3,200.1
35,245,mortgage,86.3,322.9
35,245,murder,86.3,438.9
36,247,move,86.3,164.2
36,247,motive,86.3,344.8
36,247,motion,86.3,473.4
36,247,emotion,86.3,621.4
36,248,promote,56.1,56.6
36,248,remote,56.1,174.7
36,248,moment,56.1,446.0
36,248,community,56.1,616.5
36,249,communicate,86.3,56.6
36,249,common,86.3,198.7
36,249,mutual,86.3,399.1
36,249,commute,86.3,501.8
36,250,native,56.1,100.8
36,250,nation,56.1,205.8
36,250,nature,56.1,344.2
36,250,innate,56.1,478.2
36,250,negative,56.1,620.4
36,251,deny,86.3,56.6
36,251,neutral,86.3,161.6
36,251,norm,86.3,314.1
36,251,enormous,86.3,424.6
37,252,notable,56.1,162.2
37,252,notice,56.1,572.4
37,253,notify,86.3,45.5
37,253,notion,86.3,164.8
37,253,announce,86.3,317.4
37,253,pronounce,86.3,436.7
37,253,novel,86.3,604.8
37,254,innovate,56.1,45.5
37,254,renew,56.1,175.3
37,254,numeral,56.1,315.0
37,254,numerous,56.1,491.8
37,254,innumerable,56.1,594.5
37,255,nutrition,86.3,109.5
37,255,nourish,86.3,245.6
37,255,nurse,86.3,611.4
37,256,nurture,56.1,56.6
37,256,melody,56.1,187.5
37,256,tragedy,56.1,296.5
37,256,operate,56.1,473.4
37,256,cooperate,56.1,587.4
